path,MOS_COL,MOS_DISC,MOS_LOUD,MOS_NOISE,MOS_REVERB,MOS_SIG,MOS_OVRL
/data/datasets/LRS3/trainval/3XDdhbrg2kw/50011.wav,4.919665336608887,4.213703632354736,4.521382808685303,3.308650493621826,4.442705154418945,4.679172039031982,4.751860618591309
/data/datasets/LRS3/trainval/P9YbrVFoX0Q/50009.wav,4.6994500160217285,4.850778579711914,3.70173454284668,3.25616455078125,3.777065753936768,4.574968338012695,4.686359405517578
/data/datasets/LRS3/trainval/A4KMN9W4pRs/50001.wav,4.486921310424805,4.658818244934082,3.4109349250793457,3.4462361335754395,4.409573078155518,4.646736145019531,4.595010757446289
/data/datasets/LRS3/trainval/r3L9n20myqk/50003.wav,4.434627532958984,4.4976067543029785,4.501055240631104,2.5226449966430664,3.4691946506500244,4.193070411682129,4.417686462402344
/data/datasets/LRS3/trainval/a2MR5XbJtXU/50021.wav,4.479307651519775,4.820456027984619,4.410862445831299,3.536043167114258,2.221198081970215,4.203865051269531,4.385564804077148
/data/datasets/LRS3/trainval/7Mqse6SLOds/50004.wav,4.294740200042725,3.9468512535095215,4.628264904022217,3.1679258346557617,4.761574745178223,4.753667831420898,4.326775074005127
/data/datasets/LRS3/trainval/T2jwSUhu7ok/50012.wav,4.517448425292969,3.6615381240844727,3.800472021102905,2.906869411468506,4.114223957061768,4.462531089782715,4.280795097351074
/data/datasets/LRS3/trainval/Nx8RRIiP53Q/50002.wav,4.808684349060059,4.863325119018555,4.506181716918945,3.9258742332458496,4.8224053382873535,4.636340618133545,4.2234086990356445
/data/datasets/LRS3/trainval/kiUnJ1d8vvw/50004.wav,4.602201461791992,4.430105686187744,3.9297685623168954,3.899264097213745,4.426881313323975,4.372386932373047,4.214924812316895
/data/datasets/LRS3/trainval/6Af5tJzSR2w/50010.wav,4.378113746643066,4.559699058532715,4.0412373542785645,4.235685348510742,4.437283992767334,4.330352306365967,4.168160438537598
/data/datasets/LRS3/trainval/deT1mILtFEY/50005.wav,3.921633005142212,4.688437461853027,3.814366340637207,3.2133617401123047,4.496218204498291,4.635730743408203,4.146036624908447
/data/datasets/LRS3/trainval/wUKAVcj9NVA/50002.wav,4.156348705291748,4.320452690124512,3.440586566925049,1.78155779838562,3.974797964096069,4.238533020019531,4.06163501739502
/data/datasets/LRS3/trainval/VnzBGZA2z3w/50002.wav,4.328611373901367,4.406354427337647,4.039761543273926,3.458930730819702,4.551238059997559,4.3580708503723145,4.052910804748535
/data/datasets/LRS3/trainval/deT1mILtFEY/50001.wav,4.064457893371582,4.82912015914917,4.578352928161621,4.022599220275879,4.70733118057251,4.486547946929932,4.048203468322754
/data/datasets/LRS3/trainval/1sE96vd8W40/50015.wav,3.700150728225708,4.310280799865723,4.2465643882751465,3.234856128692627,4.475521087646484,4.406452178955078,4.028519630432129
/data/datasets/LRS3/trainval/lO1P6lCNnyo/50002.wav,2.7492098808288574,4.623476505279541,4.347023963928223,3.991787910461426,4.524792194366455,4.513352870941162,3.9953999519348153
/data/datasets/LRS3/trainval/aIFFFGf1ZRE/50003.wav,4.342157363891602,4.579617023468018,3.974877834320069,3.6502842903137207,4.677744388580322,4.236079692840576,3.988268375396729
/data/datasets/LRS3/trainval/ufp5iGh0agA/50001.wav,3.953415870666504,3.613702535629273,3.801126956939697,3.454322576522827,3.9003942012786874,4.298720359802246,3.9507150650024414
/data/datasets/LRS3/trainval/qG6SnAIinj0/50004.wav,4.094567775726318,4.632296562194824,4.234040260314941,4.313942909240723,4.7184247970581055,4.182940006256104,3.947986364364624
/data/datasets/LRS3/trainval/HALd9FY5SVQ/50022.wav,3.744449138641357,4.228601932525635,3.731209754943848,3.474259376525879,3.836690902709961,4.151540756225586,3.9268083572387695
/data/datasets/LRS3/trainval/gDS1Eh6rqf8/50003.wav,4.373249053955078,4.6341872215271,3.491987943649292,2.892604351043701,2.8347620964050293,3.976131200790405,3.9210364818573
/data/datasets/LRS3/trainval/6bVhrpkp0WU/50020.wav,2.992147922515869,4.708459854125977,4.0818376541137695,4.001539707183838,4.22855806350708,4.261794090270996,3.914989948272705
/data/datasets/LRS3/trainval/nx3GuO41Jyg/50023.wav,3.91644024848938,4.33587646484375,3.856268882751465,4.257594585418701,4.736199855804443,4.331209182739258,3.906447410583496
/data/datasets/LRS3/trainval/HCG1petekXw/50001.wav,3.6277530193328857,4.158192157745361,4.384705066680908,4.223819732666016,4.045159339904785,4.131274223327637,3.905364990234375
/data/datasets/LRS3/trainval/AAkEYcmCCCk/50010.wav,2.403294801712036,4.787915229797363,3.93002986907959,4.1536946296691895,3.778361797332764,4.186269283294678,3.901803970336914
/data/datasets/LRS3/trainval/LNohxpJntZo/50008.wav,4.035308837890625,4.584641456604004,4.436643600463867,4.093820571899414,4.517831802368164,4.194766998291016,3.8846611976623535
/data/datasets/LRS3/trainval/tH5iEf9oxaI/50013.wav,4.454566478729248,4.173388481140137,4.384193420410156,4.370307922363281,4.541662693023682,4.167197227478027,3.8804640769958496
/data/datasets/LRS3/trainval/4Lb5LSVEm34/50002.wav,4.093804836273193,4.725558757781982,3.799774646759033,3.1768009662628174,4.115207672119141,3.938228130340576,3.871361494064331
/data/datasets/LRS3/trainval/mJxA8eIWQUc/50006.wav,4.517383575439453,4.466045379638672,3.9747214317321777,3.802876949310303,4.378491401672363,4.267882347106934,3.868028402328491
/data/datasets/LRS3/trainval/2TDLN61HKKc/50006.wav,3.485746383666992,3.573580741882324,4.030106067657471,4.119816780090332,4.682787895202637,4.283899784088135,3.850418090820313
/data/datasets/LRS3/trainval/3NzgEwye6Uk/50007.wav,4.056800842285156,3.781008005142212,3.626880407333374,4.193171501159668,4.552084922790527,4.074368476867676,3.843263626098633
/data/datasets/LRS3/trainval/3rbVQNTzCh8/50005.wav,2.617370367050171,4.587906837463379,3.429187297821045,4.369257926940918,3.9180943965911865,4.278257369995117,3.828354835510254
/data/datasets/LRS3/trainval/P65XdTlk4vA/50018.wav,4.267731666564941,3.138429641723633,3.5621469020843506,3.566328287124634,3.571943759918213,3.7938404083251953,3.822508811950684
/data/datasets/LRS3/trainval/tTcl5I0Wbzk/50002.wav,4.215458393096924,4.403792858123779,3.762665271759033,4.105502605438232,3.584822654724121,4.192188262939453,3.820539951324463
/data/datasets/LRS3/trainval/qG6SnAIinj0/50014.wav,3.367345094680786,4.894068717956543,3.977684497833252,3.40639877319336,4.597111225128174,3.965068817138672,3.81742525100708
/data/datasets/LRS3/trainval/PlQ3VdvvTvE/50020.wav,4.271663188934326,4.100590705871582,4.363280296325684,3.739813327789306,4.576465129852295,3.999603033065796,3.814683437347412
/data/datasets/LRS3/trainval/nx3GuO41Jyg/50025.wav,4.552394866943359,4.437218189239502,4.13590669631958,4.459082126617432,4.384725093841553,4.379322052001953,3.813799142837525
/data/datasets/LRS3/trainval/IJwlyf7rCtU/50009.wav,4.033138751983643,4.126744270324707,4.502628326416016,4.403226852416992,4.024635314941406,4.090000152587891,3.8101882934570312
/data/datasets/LRS3/trainval/w3q89BTJj3o/50022.wav,4.395637035369873,3.8748421669006343,3.800223827362061,4.025213241577148,3.2038581371307373,3.771514892578125,3.8095757961273193
/data/datasets/LRS3/trainval/nx3GuO41Jyg/50030.wav,3.939203977584839,3.4234328269958496,3.8562164306640634,3.707428455352783,4.148655891418457,4.006233215332031,3.8028082847595215
/data/datasets/LRS3/trainval/C0byYFXjRJM/50008.wav,2.3270018100738525,4.906405448913574,4.710171699523926,2.471137046813965,3.674215316772461,3.878894329071045,3.802779674530029
/data/datasets/LRS3/trainval/QoRZNSVpt3Q/50001.wav,3.8222694396972656,4.416677951812744,3.7358558177948,4.124966144561768,3.762179374694824,4.125392913818359,3.796176910400391
/data/datasets/LRS3/trainval/9RMaD0Sk7hc/50011.wav,3.2197723388671875,4.501263618469238,3.426684617996216,4.1392822265625,3.924666404724121,4.128292560577393,3.791231870651245
/data/datasets/LRS3/trainval/LS6TWtYWaPA/50016.wav,4.449288368225098,4.2509765625,4.294871330261231,2.967153549194336,4.360444068908691,4.28261661529541,3.7855749130249023
/data/datasets/LRS3/trainval/jvBaRf9LHDs/50001.wav,4.4204301834106445,4.27044677734375,4.849562168121338,4.022608757019043,4.538294315338135,4.215449333190918,3.784112691879273
/data/datasets/LRS3/trainval/DkocjGrWwvc/50003.wav,3.2863359451293945,4.284725666046143,3.798691987991333,4.2622575759887695,4.065318584442139,4.170182704925537,3.783614635467529
