Unnamed: 0,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
25876,/data/datasets/LRS3/trainval/0bop3D7SdDM/50003.wav,5.248,16000,1,4.3248734,4.58255,4.6570487,3.6046674696978553,3.8363935056135134,4.242220215793057,3.7336123
12145,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50012.wav,4.992,16000,1,4.322187,4.572238,4.5894094,3.60324260326103,3.8317315529771943,4.215726939649986,3.8096418
9999,/data/datasets/LRS3/trainval/kSZEsPnhIXg/50002.wav,2.304,16000,1,4.1802387,4.565395,4.3078136,3.526566928789118,3.828628026207376,4.09248157932846,3.2206683
28958,/data/datasets/LRS3/trainval/9SQYDFiWnSs/50021.wav,4.224,16000,7,4.281116,4.5530553,4.54073,3.581197554424888,3.822890672677342,4.195791419639797,3.6313245
5314,/data/datasets/LRS3/trainval/xfDUGqGPSfo/50003.wav,4.672,16000,1,4.2733493,4.5301714,4.5391994,3.5771698179118245,3.812528796640044,4.195281354915172,4.062894
15408,/data/datasets/LRS3/trainval/unSnvLgyf3o/50004.wav,5.504,16000,2,4.2862806,4.5303392,4.6468687,3.583996017266492,3.8124871959382807,4.238105869971825,3.4926667
941,/data/datasets/LRS3/trainval/8JSMI8Xrwms/50010.wav,2.368,16000,1,4.2340455,4.5181623,4.527909,3.5559524478575,3.806992271505133,4.190592398837277,3.5730083
12191,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50017.wav,1.856,16000,5,4.270147,4.513239,4.605361,3.5753281358042748,3.804580383084788,4.221991305079866,3.737739
12155,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50005.wav,5.184,16000,1,4.2890897,4.503007,4.639068,3.585608335186768,3.799970709693488,4.235295071756732,3.896829
18338,/data/datasets/LRS3/trainval/lwz8KvS9NRA/50001.wav,5.248,16000,1,4.2158666,4.4937987,4.4926867,3.546068199861576,3.795685647429844,4.175749000336144,3.6500251
23776,/data/datasets/LRS3/trainval/UyQIKwSPZGM/50001.wav,4.992,16000,1,4.21723,4.4903326,4.516107,3.546810991812206,3.7940689856399423,4.185655270998892,3.7146814
21443,/data/datasets/LRS3/trainval/IfjI0tVUpbc/50004.wav,5.888,16000,2,4.264429,4.489648,4.616068,3.5720933979866647,3.793423987167112,4.225951733261104,3.7585526
2811,/data/datasets/LRS3/trainval/8xHrpO6p7dE/50005.wav,5.056,16000,1,4.2649326,4.4820895,4.557509,3.5726438440521493,3.790216165718725,4.20281395354024,3.5075889
24128,/data/datasets/LRS3/trainval/sa1iS1MqUy4/50010.wav,5.376,16000,1,4.186974,4.474522,4.431498,3.5302667463548483,3.7866691111444206,4.149185902193265,3.6498742
27294,/data/datasets/LRS3/trainval/PJUIXSpLoVk/50001.wav,5.696,16000,2,4.2065377,4.474966,4.492198,3.540605553423636,3.7863934595637954,4.175153321041353,3.7997403
5439,/data/datasets/LRS3/trainval/oXSyMUeAEec/50016.wav,5.184,16000,1,4.232305,4.473881,4.5033364,3.5550080636821915,3.786368052270592,4.180271481593998,3.6646242
18182,/data/datasets/LRS3/trainval/MZbhgk4S7dA/50003.wav,3.328,16000,4,4.2026696,4.465663,4.515745,3.5388326183682706,3.7824775826217447,4.185489204755629,3.388856
10988,/data/datasets/LRS3/trainval/kTz52RWSbD0/50005.wav,2.496,16000,1,4.206411,4.4655466,4.5226474,3.54090927917817,3.782449572318897,4.188395868373688,3.3475614
8406,/data/datasets/LRS3/trainval/W4LYn4mIP18/50008.wav,6.08,16000,3,4.0041757,4.464618,4.192328,3.4275038859731466,3.781836904326532,4.035589611437004,3.795831
23185,/data/datasets/LRS3/trainval/SC3DVeWT09w/50006.wav,6.08,16000,3,4.202836,4.4634604,4.514479,3.538955055470669,3.7814640527425856,4.1849447775214506,3.7206948
512,/data/datasets/LRS3/trainval/88SlA2EZxtY/50006.wav,5.056,16000,1,4.2094493,4.4628806,4.538212,3.542568321260799,3.7811936355389504,4.194872574303359,3.717093
6380,/data/datasets/LRS3/trainval/Svo01ldlTQc/50004.wav,1.408,16000,2,4.2226033,4.4618416,4.4923277,3.549571918017703,3.780551682210288,4.175555032895014,3.2248244
26177,/data/datasets/LRS3/trainval/ISjk9ni4XWk/50010.wav,4.672,16000,1,4.2067385,4.4583936,4.580288,3.541088209621124,3.7790771208050074,4.212062032628627,3.450213
27521,/data/datasets/LRS3/trainval/IKZCw4xdESQ/50007.wav,4.288,16000,8,4.0626044,4.457121,4.3330073,3.4608353912253493,3.778429987583049,4.103136385422735,3.817749
30119,/data/datasets/LRS3/trainval/icI94blMKIc/50005.wav,6.208,16000,3,4.2183022,4.454465,4.5633435,3.5472772241016006,3.777110927249292,4.205087946508795,3.8116343
31032,/data/datasets/LRS3/trainval/HJqtUUDhaxA/50032.wav,5.568,16000,2,3.8591423,4.4539766,3.7794747,3.342675634565153,3.776989175767503,3.802587578420406,3.3953738
16517,/data/datasets/LRS3/trainval/1Yz7Snu6pnI/50011.wav,6.08,16000,3,4.2122936,4.451605,4.597073,3.544042589353112,3.7757510840727377,4.218749042027006,3.7960656
29676,/data/datasets/LRS3/trainval/IMTcuU0KLSw/50011.wav,6.08,16000,3,4.1439767,4.4494615,4.4238153,3.506466579324906,3.7747106406909463,4.145780898697911,3.5295506
