Unnamed: 0,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
20725,/data/datasets/LRS3/trainval/N4wFyRGilp4/50009.wav,4.352,16000,8,4.2484903,4.4359164,4.6783595,3.5636777093633327,3.768365740927714,4.250182898293286,3.7148623
3233,/data/datasets/LRS3/trainval/LuG2rf9enHE/50001.wav,2.496,16000,1,4.1378813,4.2803664,4.66295,3.5031586316433128,3.6923740591087206,4.244474534333257,3.1722534
25876,/data/datasets/LRS3/trainval/0bop3D7SdDM/50003.wav,5.248,16000,1,4.3248734,4.58255,4.6570487,3.6046674696978553,3.8363935056135134,4.242220215793057,3.7336123
15408,/data/datasets/LRS3/trainval/unSnvLgyf3o/50004.wav,5.504,16000,2,4.2862806,4.5303392,4.6468687,3.583996017266492,3.8124871959382807,4.238105869971825,3.4926667
12155,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50005.wav,5.184,16000,1,4.2890897,4.503007,4.639068,3.585608335186768,3.799970709693488,4.235295071756732,3.896829
13889,/data/datasets/LRS3/trainval/eHlu6ViSwxo/50005.wav,2.368,16000,1,4.1823597,4.391455,4.619506,3.527732673373281,3.7471011069898,4.227664054028684,3.7344515
5385,/data/datasets/LRS3/trainval/KPzccnstSXg/50013.wav,1.088,16000,8,4.0157948,4.221803,4.6169944,3.4342784311011543,3.6625975381157887,4.226656252098981,3.245425
21443,/data/datasets/LRS3/trainval/IfjI0tVUpbc/50004.wav,5.888,16000,2,4.264429,4.489648,4.616068,3.5720933979866647,3.793423987167112,4.225951733261104,3.7585526
3476,/data/datasets/LRS3/trainval/1VRgmKiE0Js/50003.wav,3.328,16000,4,4.0174055,4.228181,4.610614,3.43523979524806,3.665944025421887,4.224103533900182,3.5194705
12191,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50017.wav,1.856,16000,5,4.270147,4.513239,4.605361,3.5753281358042748,3.804580383084788,4.221991305079866,3.737739
25972,/data/datasets/LRS3/trainval/S74wSYuesOI/50011.wav,6.016,16000,3,4.1858125,4.431874,4.603446,3.5293449227359748,3.7661957025395134,4.221254517119682,3.4401636
2159,/data/datasets/LRS3/trainval/d6eMdixkoRI/50009.wav,5.056,16000,1,4.163542,4.4059176,4.597956,3.517368575441864,3.754073459602756,4.219141098873507,3.77795
16517,/data/datasets/LRS3/trainval/1Yz7Snu6pnI/50011.wav,6.08,16000,3,4.2122936,4.451605,4.597073,3.544042589353112,3.7757510840727377,4.218749042027006,3.7960656
22193,/data/datasets/LRS3/trainval/MiOVX7qKQ24/50001.wav,5.76,16000,2,4.140978,4.3873806,4.596838,3.5047835589393683,3.745055704954359,4.218512162911619,3.6333814
12145,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50012.wav,4.992,16000,1,4.322187,4.572238,4.5894094,3.60324260326103,3.8317315529771943,4.215726939649986,3.8096418
31079,/data/datasets/LRS3/trainval/yJJtRWFLSgw/50004.wav,6.08,16000,3,4.1412687,4.3389354,4.5880494,3.5049488406901,3.7213921926429774,4.215166737082405,3.78536
1788,/data/datasets/LRS3/trainval/h0C2LPXaEW4/50014.wav,6.144,16000,3,4.2240887,4.442056,4.5877194,3.5504736793426086,3.771314673985591,4.214988481402437,3.6308062
4178,/data/datasets/LRS3/trainval/RmXiItk49Gw/50003.wav,1.344,16000,1,3.8938782,4.1868687,4.587134,3.363585685759537,3.6447068232291593,4.214814727785402,3.591563
12159,/data/datasets/LRS3/trainval/HALd9FY5SVQ/50013.wav,5.888,16000,2,4.0927134,4.31167,4.5868077,3.477912255202927,3.707997958567562,4.214623609878453,3.9848714
22,/data/datasets/LRS3/trainval/vo2cse4CoGM/50014.wav,5.632,16000,2,4.022949,4.209425,4.580386,3.438412504836865,3.656313999520481,4.21210134443674,3.5227733
26177,/data/datasets/LRS3/trainval/ISjk9ni4XWk/50010.wav,4.672,16000,1,4.2067385,4.4583936,4.580288,3.541088209621124,3.7790771208050074,4.212062032628627,3.450213
3709,/data/datasets/LRS3/trainval/HuWMO3M1HVQ/50002.wav,6.208,16000,3,4.076404,4.282103,4.580425,3.468667138295133,3.693192288199058,4.212061348397251,3.7263234
1749,/data/datasets/LRS3/trainval/WaGq9XwSVys/50001.wav,6.208,16000,3,4.206038,4.4336376,4.5796204,3.5406344779464223,3.767278680920494,4.21160806235272,3.873912
11819,/data/datasets/LRS3/trainval/TT6qWghHkFI/50005.wav,4.608,16000,1,4.1225123,4.399141,4.578277,3.494605155445797,3.750810735494155,4.211251154184064,3.6831462
13202,/data/datasets/LRS3/trainval/fW6AndSUByo/50002.wav,2.688,16000,1,4.2470775,4.4327526,4.577195,3.563010660070393,3.766917527548986,4.21081441214961,3.6051283
9904,/data/datasets/LRS3/trainval/SasMjDCSyR4/50006.wav,5.12,16000,1,4.0976377,4.3371773,4.573158,3.480693586935954,3.720620441014703,4.209181944231999,3.544528
16538,/data/datasets/LRS3/trainval/vbKKoniUxMk/50001.wav,1.472,16000,2,4.1460905,4.3608065,4.566678,3.5076993950461985,3.73218435140222,4.206550353648957,3.6228175
12035,/data/datasets/LRS3/trainval/ftWn4QOvTTo/50002.wav,6.016,16000,3,4.006767,4.215907,4.5662074,3.429158910919647,3.6596482697052655,4.206336337694583,3.667941
